index	timestamp	hour	solar_dahead_utc	wind_on_dahead_utc	alpha	beta
4875	20190523_030000	3	315	1513	57.26514701	0.003086255
4876	20190523_040000	4	239	1300	56.31138792	0.003280037
4877	20190523_050000	5	310	1141	54.99309571	0.003425231
4878	20190523_060000	6	969	939	52.07884906	0.003181299
4879	20190523_070000	7	2408	717	49.44734233	0.00228139
4880	20190523_080000	8	3765	582	50.38888565	0.002163848
4881	20190523_090000	9	4489	734	50.22326517	0.002154424
4882	20190523_100000	10	4840	955	49.28541599	0.002177534
4883	20190523_110000	11	4997	1292	48.62111057	0.002142656
4884	20190523_120000	12	4941	1685	49.17586391	0.002153402
4885	20190523_130000	13	4733	2148	48.01333259	0.002127293
4886	20190523_140000	14	4424	2655	45.54166211	0.002066489
4887	20190523_150000	15	3963	3102	42.84804347	0.001769489
4888	20190523_160000	16	3316	3503	41.73907267	0.001837952
4889	20190523_170000	17	2453	3954	41.10841001	0.001918844
4890	20190523_180000	18	1301	4389	40.27841528	0.002175626
4891	20190523_190000	19	647	4875	40.10089891	0.002211087
4892	20190523_200000	20	516	5358	41.38822922	0.001808742
4893	20190523_210000	21	480	5446	42.90516781	0.001740171
4894	20190523_220000	22	449	5234	40.23843967	0.002230228
4895	20190523_230000	23	430	4948	38.30347693	0.004384282
4896	20190524_000000	0	385	4868	50.03094753	0.002579794
4897	20190524_010000	1	332	4830	46.61224239	0.002618122
4898	20190524_020000	2	302	4828	42.76118035	0.002342386
4899	20190524_030000	3	235	4984	42.60146679	0.00304835
4900	20190524_040000	4	162	5243	40.85544366	0.003250645
4901	20190524_050000	5	242	5517	40.28330281	0.00460843
4902	20190524_060000	6	754	5754	35.89324444	0.005476666
4903	20190524_070000	7	1729	5986	34.82437609	0.00533904
4904	20190524_080000	8	2874	6333	37.21946222	0.004579466
4905	20190524_090000	9	3638	6679	38.31671247	0.004109194
4906	20190524_100000	10	4086	6933	37.05905531	0.004781976
4907	20190524_110000	11	4314	7328	36.18021269	0.005301725
4908	20190524_120000	12	4350	7701	36.19686454	0.005330041
4909	20190524_130000	13	4280	8090	34.46917625	0.005289589
4910	20190524_140000	14	4123	8646	29.1187911	0.004933677
4911	20190524_150000	15	3835	9259	25.96440578	0.004645175
4912	20190524_160000	16	3327	9711	22.31919992	0.004209045
4913	20190524_170000	17	2462	9849	21.10293193	0.003998899
4914	20190524_180000	18	1342	9678	18.4162132	0.003916631
4915	20190524_190000	19	680	9376	20.08884033	0.004144754
4916	20190524_200000	20	533	9074	28.35152878	0.004964789
4917	20190524_210000	21	495	8742	38.07775839	0.004907465
4918	20190524_220000	22	451	8518	35.8919402	0.005552824
4919	20190524_230000	23	445	8332	25.23521744	0.004811823
4920	20190525_000000	0	397	8324	45.54204759	0.002084449
4921	20190525_010000	1	389	8301	42.16472432	0.002118245
4922	20190525_020000	2	340	8266	40.93546131	0.002943967
4923	20190525_030000	3	290	8133	39.22931518	0.004013916
4924	20190525_040000	4	221	7970	37.05157076	0.004661334
4925	20190525_050000	5	319	7798	34.66617505	0.005352897
4926	20190525_060000	6	1036	7743	23.27834919	0.004231079
4927	20190525_070000	7	2652	7732	10.29526024	0.002665198
4928	20190525_080000	8	3901	7752	10.00962942	0.002808725
4929	20190525_090000	9	4436	7624	9.298297817	0.003430789
4930	20190525_100000	10	4798	7405	9.564133989	0.003163997
4931	20190525_110000	11	4966	7235	10.01903333	0.002929241
4932	20190525_120000	12	4869	7350	10.31129686	0.00277848
4933	20190525_130000	13	4767	7586	11.66577327	0.002756506
4934	20190525_140000	14	4525	7863	10.39747718	0.002902676
4935	20190525_150000	15	4088	8005	5.309673913	0.001482752
4936	20190525_160000	16	3437	8136	3.339716576	0.000885105
4937	20190525_170000	17	2503	8217	3.151497136	0.000819327
4938	20190525_180000	18	1374	8186	2.719005628	0.000496855
4939	20190525_190000	19	700	8082	4.585661756	0.001362498
4940	20190525_200000	20	546	8096	9.442210396	0.003014288
4941	20190525_210000	21	543	7758	17.39134768	0.00379094
4942	20190525_220000	22	558	7583	15.45828567	0.003455838
4943	20190525_230000	23	554	7269	10.04830506	0.002907468
4944	20190526_000000	0	532	7017	46.9838551	0.002722095
4945	20190526_010000	1	511	6852	42.42313018	0.002149401
4946	20190526_020000	2	511	6755	40.49921563	0.003056558
4947	20190526_030000	3	459	6544	39.41317544	0.004521257
4948	20190526_040000	4	348	6284	39.22934157	0.006168695
4949	20190526_050000	5	410	5992	38.3374242	0.007131908
4950	20190526_060000	6	1438	5808	25.04837713	0.005335403
4951	20190526_070000	7	3240	5733	6.822349552	0.00197342
4952	20190526_080000	8	4487	5763	3.076274194	0.00060447
4953	20190526_090000	9	5114	5832	1.997215812	0.000323026
4954	20190526_100000	10	5377	5880	2.692833716	0.000505348
4955	20190526_110000	11	5534	5965	2.104285499	0.000325149
4956	20190526_120000	12	5522	6148	2.077228475	0.000322763
4957	20190526_130000	13	5417	6396	2.969931365	0.000588711
4958	20190526_140000	14	5246	6715	2.070983915	0.000320931
4959	20190526_150000	15	4921	6881	1.925128555	0.000386103
4960	20190526_160000	16	4331	7001	1.428115372	0.000307382
4961	20190526_170000	17	3354	7144	1.447480844	0.000315207
4962	20190526_180000	18	1929	6944	2.00771212	0.000407928
4963	20190526_190000	19	893	6697	1.514632237	0.000234118
4964	20190526_200000	20	641	6506	4.652118543	0.001446415
4965	20190526_210000	21	614	6050	15.77987926	0.003896179
4966	20190526_220000	22	586	5689	20.15498084	0.004270916
4967	20190526_230000	23	544	5298	13.79653576	0.003915719
4968	20190527_000000	0	448	4957	59.35479654	0.004265996
4969	20190527_010000	1	443	4713	54.97228918	0.004158075
4970	20190527_020000	2	429	4573	51.50054178	0.003697191
4971	20190527_030000	3	345	4479	46.67981106	0.002769419
4972	20190527_040000	4	287	4390	43.11877495	0.002649663
4973	20190527_050000	5	464	4311	42.53944523	0.003914315
4974	20190527_060000	6	1475	4218	41.8188611	0.005171638
4975	20190527_070000	7	2930	4154	41.09247221	0.004999834
4976	20190527_080000	8	4088	4200	39.20580393	0.002455713
4977	20190527_090000	9	4790	4339	39.62692771	0.002610638
4978	20190527_100000	10	5169	4539	39.94906859	0.003303389
4979	20190527_110000	11	5312	4867	39.49484242	0.004063247
4980	20190527_120000	12	5281	5384	39.59353874	0.004064248
4981	20190527_130000	13	5112	5985	39.13567242	0.004717827
4982	20190527_140000	14	4818	6668	38.39284756	0.006210551
4983	20190527_150000	15	4332	7256	30.16241487	0.00522121
4984	20190527_160000	16	3671	7780	24.92876319	0.004559737
4985	20190527_170000	17	2814	8267	21.07950916	0.004069431
4986	20190527_180000	18	1626	8303	17.70610004	0.003804518
4987	20190527_190000	19	875	8217	15.15793944	0.003314092
4988	20190527_200000	20	644	8245	27.52582644	0.005027914
4989	20190527_210000	21	603	8039	37.06872603	0.005922479
4990	20190527_220000	22	537	7519	31.20418359	0.005593637
4991	20190527_230000	23	542	7331	17.20886916	0.004158294
4992	20190528_000000	0	534	7061	46.15672815	0.002252831
4993	20190528_010000	1	522	6749	42.75907995	0.002012255
4994	20190528_020000	2	510	6469	41.04934021	0.002104912
4995	20190528_030000	3	455	6290	40.81003979	0.002690801
4996	20190528_040000	4	377	6108	40.42021342	0.00420288
4997	20190528_050000	5	532	5901	38.94395047	0.005293309
4998	20190528_060000	6	1505	5754	36.2018855	0.005807911
4999	20190528_070000	7	3065	5728	35.71885752	0.006095425
5000	20190528_080000	8	4299	5796	37.0553318	0.005173208
5001	20190528_090000	9	4928	6038	37.15256472	0.004946624
5002	20190528_100000	10	5282	6369	37.2081701	0.005789833
5003	20190528_110000	11	5445	6753	35.72892801	0.005589778
5004	20190528_120000	12	5450	7274	37.46112734	0.005337824
5005	20190528_130000	13	5332	7824	35.31665788	0.005525652
5006	20190528_140000	14	5126	8524	29.78316192	0.005293974
5007	20190528_150000	15	4801	8891	23.70885327	0.004751422
5008	20190528_160000	16	4200	9185	18.11523647	0.003746305
5009	20190528_170000	17	3220	9465	15.79436772	0.003527014
5010	20190528_180000	18	1859	9162	16.45818918	0.003560248
5011	20190528_190000	19	930	8809	16.54079574	0.003606498
5012	20190528_200000	20	685	8486	27.61960957	0.005114481
5013	20190528_210000	21	616	8090	38.56440299	0.005875115
5014	20190528_220000	22	549	7503	32.479114	0.005556262
5015	20190528_230000	23	545	7110	22.04073149	0.004530596
5016	20190529_000000	0	527	6965	49.07514341	0.002424685
5017	20190529_010000	1	515	6966	46.73033465	0.002330539
5018	20190529_020000	2	505	7066	42.89380688	0.002114202
5019	20190529_030000	3	456	6964	42.07781762	0.00281945
5020	20190529_040000	4	386	6792	40.64659247	0.00422434
5021	20190529_050000	5	503	6628	38.91005953	0.005438512
5022	20190529_060000	6	1382	6672	33.02690149	0.005530669
5023	20190529_070000	7	3000	6784	32.32799742	0.005739364
5024	20190529_080000	8	4286	6916	32.88654019	0.005620893
5025	20190529_090000	9	4955	6991	31.95414245	0.005305273
5026	20190529_100000	10	5319	7056	29.87871716	0.0053007
5027	20190529_110000	11	5514	7100	28.48908834	0.005081464
5028	20190529_120000	12	5528	7146	34.23980753	0.005387689
5029	20190529_130000	13	5421	7230	36.34004888	0.005533392
5030	20190529_140000	14	5168	7337	33.74176642	0.005354583
5031	20190529_150000	15	4758	7410	31.76702495	0.00533774
5032	20190529_160000	16	4081	7482	32.86067582	0.00538985
5033	20190529_170000	17	3091	7551	33.84057232	0.005435621
5034	20190529_180000	18	1772	7484	34.17069394	0.005480246
5035	20190529_190000	19	870	7428	35.38068442	0.005603764
5036	20190529_200000	20	619	7400	39.66643188	0.004565435
5037	20190529_210000	21	604	7091	39.07238061	0.002192251
5038	20190529_220000	22	626	6555	40.02651584	0.004340882
5039	20190529_230000	23	607	6144	37.46113933	0.005740693
5040	20190530_000000	0	591	5808	55.85240152	0.003626091
5041	20190530_010000	1	572	5515	50.33810823	0.002826022
5042	20190530_020000	2	573	5224	44.98411098	0.002083187
5043	20190530_030000	3	564	4848	42.5871063	0.002034488
5044	20190530_040000	4	456	4496	42.85002817	0.003240867
5045	20190530_050000	5	540	4154	40.68950668	0.005365954
5046	20190530_060000	6	1597	3755	39.93258612	0.005281893
5047	20190530_070000	7	3422	3417	41.05323001	0.002360066
5048	20190530_080000	8	4619	3166	41.35570767	0.002321604
5049	20190530_090000	9	5103	3122	40.28690209	0.001741829
5050	20190530_100000	10	5396	3122	40.06983582	0.00224635
5051	20190530_110000	11	5576	3184	40.00816794	0.002251713
5052	20190530_120000	12	5609	3396	40.70665114	0.00175683
5053	20190530_130000	13	5497	3776	40.90309926	0.001733708
5054	20190530_140000	14	5308	4117	40.96121672	0.001717459
5055	20190530_150000	15	5015	4560	40.5613293	0.001762828
5056	20190530_160000	16	4397	5133	40.21834957	0.001757651
5057	20190530_170000	17	3433	5287	40.23042784	0.001755737
5058	20190530_180000	18	2082	5813	40.08661769	0.002089625
5059	20190530_190000	19	973	6070	40.10455171	0.001765804
5060	20190530_200000	20	677	6329	40.77491673	0.001709941
5061	20190530_210000	21	649	6163	42.02893803	0.001540447
5062	20190530_220000	22	618	5619	40.31771146	0.001943896
5063	20190530_230000	23	619	5316	39.10042958	0.003435022
5064	20190531_000000	0	593	4855	60.13469275	0.003731613
5065	20190531_010000	1	575	4322	56.86753615	0.003630439
5066	20190531_020000	2	558	3862	51.1155745	0.002648784
5067	20190531_030000	3	453	3549	49.00655187	0.002311488
5068	20190531_040000	4	387	3396	46.53575942	0.0019774
5069	20190531_050000	5	614	3284	44.68647604	0.001830993
5070	20190531_060000	6	1470	3083	43.84043326	0.00172437
5071	20190531_070000	7	3296	2870	42.66663897	0.00158108
5072	20190531_080000	8	4556	2707	43.02258684	0.001704355
5073	20190531_090000	9	5207	2653	42.81726428	0.001639433
5074	20190531_100000	10	5594	2655	42.67993922	0.001663628
5075	20190531_110000	11	5783	2669	43.07129484	0.001667856
5076	20190531_120000	12	5751	2714	44.76769521	0.001755745
5077	20190531_130000	13	5641	2825	44.91248847	0.001795939
5078	20190531_140000	14	5465	2995	43.86117184	0.001756937
5079	20190531_150000	15	5091	3210	42.67410007	0.00176004
5080	20190531_160000	16	4353	3414	42.28456616	0.001955874
5081	20190531_170000	17	3305	3618	42.1514178	0.001945836
5082	20190531_180000	18	1918	3828	42.1669356	0.001981472
5083	20190531_190000	19	973	4079	41.93118826	0.001950479
5084	20190531_200000	20	732	4329	42.30920211	0.001926885
5085	20190531_210000	21	650	4369	43.04721646	0.001613928
5086	20190531_220000	22	638	4530	42.03114852	0.001612079
5087	20190531_230000	23	636	4444	40.9615528	0.002228095
5088	20190601_000000	0	626	4248	62.38929643	0.002388764
5089	20190601_010000	1	620	4004	61.43315464	0.003076171
5090	20190601_020000	2	613	3759	59.95996918	0.003590058
5091	20190601_030000	3	585	3473	57.36566298	0.003787846
5092	20190601_040000	4	489	3175	54.34405112	0.003470607
5093	20190601_050000	5	607	2904	50.72381455	0.002955772
5094	20190601_060000	6	1701	2641	42.4868052	0.0017005
5095	20190601_070000	7	3350	2436	40.33045228	0.002704243
5096	20190601_080000	8	4586	2331	39.51267913	0.002487111
5097	20190601_090000	9	5228	2422	38.27317059	0.001836794
5098	20190601_100000	10	5605	2522	38.71838532	0.001692958
5099	20190601_110000	11	5787	2646	38.69132704	0.00173848
5100	20190601_120000	12	5759	2808	38.9228672	0.001696851
5101	20190601_130000	13	5584	2990	39.05823006	0.00170294
5102	20190601_140000	14	5343	3182	38.18183709	0.001895252
5103	20190601_150000	15	4902	3394	41.25328677	0.004527568
5104	20190601_160000	16	4183	3618	40.42888294	0.006119319
5105	20190601_170000	17	3193	3901	39.14424274	0.00634541
5106	20190601_180000	18	1869	4259	40.0398741	0.006202704
5107	20190601_190000	19	991	4695	43.2668779	0.006236353
5108	20190601_200000	20	672	5205	39.44962009	0.003818749
5109	20190601_210000	21	632	5324	38.2070643	0.002249121
5110	20190601_220000	22	630	5012	38.409049	0.002691345
5111	20190601_230000	23	626	5004	41.09732924	0.005361465
5112	20190602_000000	0	622	4888	53.1039122	0.002907981
5113	20190602_010000	1	617	4570	47.65934794	0.002591118
5114	20190602_020000	2	610	4158	43.67971113	0.002287678
5115	20190602_030000	3	535	3792	42.35758307	0.002447639
5116	20190602_040000	4	450	3475	40.90292952	0.002663099
5117	20190602_050000	5	637	3195	39.20558811	0.003645395
5118	20190602_060000	6	1644	2806	36.10429826	0.005426175
5119	20190602_070000	7	3196	2455	27.39317913	0.00498614
5120	20190602_080000	8	4377	2314	25.86184092	0.004837301
5121	20190602_090000	9	4970	2394	26.62587748	0.004960958
5122	20190602_100000	10	5411	2583	29.40032169	0.004757869
5123	20190602_110000	11	5612	2973	31.61974941	0.004762312
5124	20190602_120000	12	5579	3429	32.80128762	0.004760485
5125	20190602_130000	13	5353	3806	32.69006881	0.004731141
5126	20190602_140000	14	5017	4093	30.09787474	0.004749187
5127	20190602_150000	15	4525	4263	21.77608462	0.00450252
5128	20190602_160000	16	3773	4468	16.19438312	0.003943191
5129	20190602_170000	17	2742	4658	17.64082071	0.004264268
5130	20190602_180000	18	1593	4643	20.78951751	0.004531788
5131	20190602_190000	19	850	4604	26.1971736	0.004658971
5132	20190602_200000	20	655	4715	32.61374488	0.004836001
5133	20190602_210000	21	603	4454	37.77156069	0.003551885
5134	20190602_220000	22	589	4228	37.53023175	0.002561238
5135	20190602_230000	23	563	4177	37.9161956	0.003680554
5136	20190603_000000	0	534	3753	58.39807811	0.003542389
5137	20190603_010000	1	494	3228	53.95332011	0.003344976
5138	20190603_020000	2	452	2723	48.33331713	0.002582259
5139	20190603_030000	3	396	2328	46.73532345	0.002354439
5140	20190603_040000	4	314	2019	44.5237735	0.002205939
5141	20190603_050000	5	416	1730	42.09378645	0.002214988
5142	20190603_060000	6	1115	1456	41.01747855	0.00172709
5143	20190603_070000	7	2495	1213	40.83210774	0.001382797
5144	20190603_080000	8	3781	1103	42.77101783	0.001485342
5145	20190603_090000	9	4466	1338	42.45927962	0.001459465
5146	20190603_100000	10	4922	1753	42.22749739	0.001442595
5147	20190603_110000	11	5209	2509	42.68359146	0.001523987
5148	20190603_120000	12	5239	3333	43.41778269	0.001606366
5149	20190603_130000	13	5122	4137	42.3234848	0.001475969
5150	20190603_140000	14	4860	4891	40.65514985	0.001403636
5151	20190603_150000	15	4428	5190	39.39526105	0.00140473
5152	20190603_160000	16	3784	5468	38.66896326	0.001768871
5153	20190603_170000	17	2916	5754	38.31021446	0.001746948
5154	20190603_180000	18	1772	5566	37.79729553	0.001778576
5155	20190603_190000	19	922	5327	38.01150175	0.001749889
5156	20190603_200000	20	653	5130	39.61144936	0.00142043
5157	20190603_210000	21	634	4642	41.45791877	0.001435098
5158	20190603_220000	22	618	4771	41.05588918	0.001446324
5159	20190603_230000	23	605	4658	40.00397688	0.002044192
5160	20190604_000000	0	591	4791	56.43643293	0.003242345
5161	20190604_010000	1	566	5093	51.07376912	0.002760773
5162	20190604_020000	2	541	5558	45.99953146	0.002129932
5163	20190604_030000	3	476	5715	42.58024954	0.001797208
5164	20190604_040000	4	417	5709	42.89810105	0.00318061
5165	20190604_050000	5	510	5712	42.97802102	0.005945838
5166	20190604_060000	6	1345	5557	39.77105698	0.006138626
5167	20190604_070000	7	3216	5427	39.48491313	0.004471699
5168	20190604_080000	8	4470	5534	38.39053937	0.002731948
5169	20190604_090000	9	5080	5993	38.64146198	0.003413974
5170	20190604_100000	10	5417	6639	39.02752257	0.004155529
5171	20190604_110000	11	5568	7362	39.74761066	0.005056817
5172	20190604_120000	12	5510	7941	39.77901648	0.004954515
5173	20190604_130000	13	5329	8467	38.85186991	0.005076404
5174	20190604_140000	14	4981	8958	35.36445914	0.005522406
5175	20190604_150000	15	4458	8968	29.43982972	0.005012369
5176	20190604_160000	16	3740	8805	27.76520317	0.004734865
5177	20190604_170000	17	2819	8719	24.8040987	0.004379386
5178	20190604_180000	18	1643	8175	25.79756662	0.004532724
5179	20190604_190000	19	859	7548	29.26781724	0.005071011
5180	20190604_200000	20	651	7218	36.97346465	0.005696703
5181	20190604_210000	21	595	6772	38.87731781	0.003761048
5182	20190604_220000	22	559	6132	39.25145965	0.003994063
5183	20190604_230000	23	552	5947	33.91083936	0.005563231
5184	20190605_000000	0	545	6048	44.54601233	0.002108147
5185	20190605_010000	1	544	6216	41.97077129	0.002102625
5186	20190605_020000	2	546	6449	41.6098279	0.003913768
5187	20190605_030000	3	492	6642	41.43908112	0.00531144
5188	20190605_040000	4	409	6863	38.44328691	0.006214253
5189	20190605_050000	5	484	7193	34.70061593	0.006650424
5190	20190605_060000	6	1443	7506	33.15289933	0.006515667
5191	20190605_070000	7	2934	7837	29.60388407	0.00564454
5192	20190605_080000	8	4134	8250	28.40301672	0.005326995
5193	20190605_090000	9	4746	8813	23.60330385	0.004665835
5194	20190605_100000	10	5083	9408	19.79280839	0.004216897
5195	20190605_110000	11	5261	10082	18.19992761	0.003976932
5196	20190605_120000	12	5286	10197	19.14364875	0.004038044
5197	20190605_130000	13	5108	10113	16.48581466	0.003771515
5198	20190605_140000	14	4797	9865	10.0051912	0.002617009
5199	20190605_150000	15	4453	9339	7.323973894	0.002398025
5200	20190605_160000	16	3772	8583	7.949452031	0.00232012
5201	20190605_170000	17	2906	7727	11.63573091	0.002821607
5202	20190605_180000	18	1727	6800	16.89200442	0.00368735
5203	20190605_190000	19	831	5952	24.65100345	0.004658038
5204	20190605_200000	20	692	5250	33.28509345	0.004884981
5205	20190605_210000	21	653	4719	37.87243813	0.003190219
5206	20190605_220000	22	540	4630	37.57329601	0.002645471
5207	20190605_230000	23	525	4342	37.6487397	0.004293082
5208	20190606_000000	0	508	3856	48.57801069	0.00195568
5209	20190606_010000	1	485	3419	45.44682966	0.001679154
5210	20190606_020000	2	465	3072	43.21928749	0.001601658
5211	20190606_030000	3	351	2902	42.48666754	0.001578122
5212	20190606_040000	4	252	2690	41.88247132	0.001956717
5213	20190606_050000	5	380	2630	39.83472872	0.002333009
5214	20190606_060000	6	1197	2991	38.0056826	0.002903177
5215	20190606_070000	7	2824	3609	37.36831933	0.001897248
5216	20190606_080000	8	4154	4477	37.74703893	0.001815181
5217	20190606_090000	9	4856	6239	36.70495889	0.002042584
5218	20190606_100000	10	5250	8022	36.99488108	0.004323771
5219	20190606_110000	11	5461	9853	29.31481102	0.004705862
5220	20190606_120000	12	5460	10814	25.42205307	0.004763593
5221	20190606_130000	13	5272	11603	19.13258903	0.004288254
5222	20190606_140000	14	4938	12446	6.277368324	0.001846333
5223	20190606_150000	15	4485	12740	2.831916999	0.000614284
5224	20190606_160000	16	3750	12969	1.803737466	0.000296235
5225	20190606_170000	17	2831	13139	1.552194297	0.000259136
5226	20190606_180000	18	1780	13024	1.610909126	0.000255919
5227	20190606_190000	19	773	12757	2.315224237	0.000422184
5228	20190606_200000	20	577	12456	6.755074008	0.001912955
5229	20190606_210000	21	570	12142	16.04997773	0.003651102
5230	20190606_220000	22	543	12167	12.70407463	0.003070414
5231	20190606_230000	23	529	11871	3.720004474	0.000793101
5232	20190607_000000	0	415	11594	40.07784881	0.005592776
5233	20190607_010000	1	403	11298	32.69409793	0.005863387
5234	20190607_020000	2	388	10951	24.08270457	0.004911461
5235	20190607_030000	3	308	10499	21.51460026	0.00452416
5236	20190607_040000	4	222	10146	17.43048624	0.003915856
5237	20190607_050000	5	431	9598	13.51098406	0.003382685
5238	20190607_060000	6	1294	9307	18.59628718	0.004868416
5239	20190607_070000	7	2618	9158	28.90213911	0.005325714
5240	20190607_080000	8	3832	9027	26.04667264	0.004911435
5241	20190607_090000	9	4636	8590	19.35721688	0.004028462
5242	20190607_100000	10	5131	7747	18.74882689	0.003900562
5243	20190607_110000	11	5447	6962	18.99082901	0.003900276
5244	20190607_120000	12	5545	6318	23.50650555	0.004375451
5245	20190607_130000	13	5489	5925	26.99815779	0.004670626
5246	20190607_140000	14	5298	5575	24.72477338	0.004639391
5247	20190607_150000	15	4943	5161	23.37538924	0.004410775
5248	20190607_160000	16	4312	4696	24.9430041	0.004721808
5249	20190607_170000	17	3320	4313	25.31272077	0.004531608
5250	20190607_180000	18	2031	3912	29.50512363	0.004854041
5251	20190607_190000	19	964	3516	33.53365706	0.005061623
5252	20190607_200000	20	693	3431	39.02836286	0.004361318
5253	20190607_210000	21	640	3454	38.2250834	0.002654508
5254	20190607_220000	22	656	3096	38.38292802	0.002951727
5255	20190607_230000	23	640	3287	38.12030248	0.00514644
5256	20190608_000000	0	486	3418	47.85313325	0.002062463
5257	20190608_010000	1	421	3502	43.88068572	0.001723337
5258	20190608_020000	2	390	3713	41.14346819	0.001880293
5259	20190608_030000	3	272	3676	40.94559093	0.002621042
5260	20190608_040000	4	225	3649	39.82477454	0.003431962
5261	20190608_050000	5	541	3652	39.78128467	0.005899966
5262	20190608_060000	6	1664	3620	34.76988161	0.006250698
5263	20190608_070000	7	3215	3633	28.96096403	0.005240592
5264	20190608_080000	8	4315	3797	28.4621181	0.005107982
5265	20190608_090000	9	4906	4078	28.78086691	0.005130937
5266	20190608_100000	10	5233	4267	30.06881007	0.005088762
5267	20190608_110000	11	5381	4789	30.90405385	0.004970166
5268	20190608_120000	12	5338	5252	32.03696767	0.004887558
5269	20190608_130000	13	5165	5705	31.82152717	0.004898782
5270	20190608_140000	14	4886	6176	26.92512776	0.004688917
5271	20190608_150000	15	4407	6675	19.9588696	0.004312688
5272	20190608_160000	16	3673	7196	15.18606283	0.004202968
5273	20190608_170000	17	2624	7634	12.48447808	0.004095783
5274	20190608_180000	18	1522	7673	13.14616795	0.004015318
5275	20190608_190000	19	697	7631	13.98994085	0.003897517
5276	20190608_200000	20	568	7487	18.86741754	0.004061951
5277	20190608_210000	21	546	6953	25.50470081	0.004678477
5278	20190608_220000	22	452	5917	25.85567295	0.004668503
5279	20190608_230000	23	441	5188	21.8119975	0.004145558
5280	20190609_000000	0	440	4323	45.80389872	0.002634302
5281	20190609_010000	1	416	3518	41.61259671	0.002177216
5282	20190609_020000	2	392	2897	39.70577795	0.002544261
5283	20190609_030000	3	331	2393	39.78135536	0.003172259
5284	20190609_040000	4	278	1953	41.51086335	0.005626764
5285	20190609_050000	5	375	1644	34.90826922	0.006582422
5286	20190609_060000	6	1116	1372	21.03762955	0.005490524
5287	20190609_070000	7	2507	1198	11.54845602	0.002933269
5288	20190609_080000	8	3733	1158	12.78838363	0.003608315
5289	20190609_090000	9	4435	1226	12.00127014	0.003537903
5290	20190609_100000	10	4835	1375	11.59759908	0.003209326
5291	20190609_110000	11	5068	1643	11.24611914	0.002938211
5292	20190609_120000	12	5175	2053	12.34743754	0.003049617
5293	20190609_130000	13	5123	2615	13.22446924	0.003020567
5294	20190609_140000	14	4898	3287	12.68094135	0.00324508
5295	20190609_150000	15	4562	4093	6.903773216	0.002961458
5296	20190609_160000	16	3989	5097	2.257873498	0.000366224
5297	20190609_170000	17	3136	6128	1.532110921	0.000233121
5298	20190609_180000	18	1983	6716	1.590694872	0.000220911
5299	20190609_190000	19	984	7035	1.649667956	0.000215328
5300	20190609_200000	20	681	7159	4.333965982	0.001166222
5301	20190609_210000	21	613	7026	10.21730703	0.002399898
5302	20190609_220000	22	545	6904	13.7454678	0.002843025
5303	20190609_230000	23	532	6834	9.511117613	0.002609815
5304	20190610_000000	0	529	6625	45.68420125	0.002413379
5305	20190610_010000	1	520	6346	41.45378066	0.002749138
5306	20190610_020000	2	470	6051	39.74633286	0.003554529
5307	20190610_030000	3	364	5617	39.62350357	0.004365297
5308	20190610_040000	4	243	5148	38.89849881	0.005224146
5309	20190610_050000	5	364	4664	37.90012298	0.005567391
5310	20190610_060000	6	1156	4181	37.76984466	0.005713453
5311	20190610_070000	7	3147	3751	36.85510984	0.005081433
5312	20190610_080000	8	4409	3399	33.98923254	0.00470767
5313	20190610_090000	9	5053	3263	29.39105372	0.004732912
5314	20190610_100000	10	5405	3156	28.42299562	0.004617913
5315	20190610_110000	11	5595	3118	29.52258687	0.004746983
5316	20190610_120000	12	5610	3530	32.37167702	0.004864541
5317	20190610_130000	13	5460	3978	33.72716752	0.004907244
5318	20190610_140000	14	5144	4467	27.44384949	0.004591743
5319	20190610_150000	15	4618	4918	21.75793608	0.004040377
5320	20190610_160000	16	3892	5401	18.60551168	0.003774706
5321	20190610_170000	17	2869	5933	15.9925766	0.003572885
5322	20190610_180000	18	1773	5838	18.04952736	0.003799291
5323	20190610_190000	19	836	5663	19.09925084	0.003804849
5324	20190610_200000	20	586	5570	27.14897673	0.004534791
5325	20190610_210000	21	596	5387	33.78704481	0.004793973
5326	20190610_220000	22	584	4976	31.91645512	0.004734479
5327	20190610_230000	23	588	4729	22.95182957	0.004393632
5328	20190611_000000	0	575	4671	45.11870873	0.001691976
5329	20190611_010000	1	566	4622	43.75867253	0.001739599
5330	20190611_020000	2	545	4682	42.52755164	0.001968606
5331	20190611_030000	3	462	4729	42.04319791	0.002172625
5332	20190611_040000	4	333	4978	42.11602063	0.00310056
5333	20190611_050000	5	413	4836	40.21369646	0.004855879
5334	20190611_060000	6	1205	4912	38.92384135	0.005741911
5335	20190611_070000	7	2714	5260	37.30511232	0.00507586
5336	20190611_080000	8	3980	5818	30.19436101	0.005028349
5337	20190611_090000	9	4589	6433	22.15969462	0.004054402
5338	20190611_100000	10	4905	7216	18.9993398	0.003672841
5339	20190611_110000	11	5028	7815	17.342983	0.003508207
5340	20190611_120000	12	5000	7958	18.3107561	0.003424047
5341	20190611_130000	13	4868	8180	16.68594568	0.003153189
5342	20190611_140000	14	4652	8685	13.63668287	0.003027575
5343	20190611_150000	15	4319	8675	12.29337956	0.002933937
5344	20190611_160000	16	3776	8463	11.11791271	0.002754499
5345	20190611_170000	17	2969	8128	11.5197212	0.002832552
5346	20190611_180000	18	1839	7246	13.93884368	0.002942692
